title,snippet,link,position,date
挑战与人类自我反思：中国将拥有独特的大语言模型,"Jun 13, 2024 — 腾讯科技讯在近日在瑞士举行的2024年的人工智能向善全球峰会（AI for Good Global Summit）上，OpenAI首席执行官山姆·奥特曼（Sam Altman）通过视频连线，与《 ...",https://m.36kr.com/p/2818032178333952,20,2024-11-02 19:49:57
AI时代背景下，勘察设计行业的挑战与机遇,"Jul 2, 2024 — AI环境影响模拟：AI可以用来模拟建筑设计对环境的影响，包括光照分析、通风和热流动模拟等。通过这些模拟，设计师可以优化建筑的能源效率和居住舒适度。利用 ...",http://www.zkschina.com.cn/vision/show-797.html,21,2024-11-02 19:49:57
人工智能：时代的机遇和挑战丨第四集《远行》,"Feb 27, 2024 — 人工智能的到来，让人类站在了新的转折点，技术带来的争议与惊喜如影随形，当虚拟和现实的边界日益模糊，潘多拉的盒子是否已经开启？未知的风险，开启了关于 ...",https://content-static.cctvnews.cctv.com/snow-book/index.html?item_id=7524388122157678035&toc_style_id=feeds_default&track_id=8F07D552-3BA5-4723-A3F2-0766DAE46D72_730776683001&share_to=copy_url,22,2024-11-02 19:49:57
伯克利视角：未来AI系统的挑战与机遇,"Aug 16, 2024 — 简介：本文基于伯克利AI实验室的前沿研究，探讨了未来AI系统面临的四大趋势及九大挑战，同时揭示了这些挑战背后的机遇，为AI技术的发展提供了宝贵的见解。",https://cloud.baidu.com/article/3336930,23,2024-11-02 19:49:57
拥抱机遇迎接挑战加快推动人工智能发展（AI前沿观察）,"Jan 5, 2024 — 在影视制作领域，AI技术未来可期。阿里大文娱团队借助AI技术，在虚拟拍摄、数字人、超高清视听体验等领域取得了创新突破。相对传统制作方式，借助虚拟拍摄， ...",http://gdstc.gd.gov.cn/kjzx_n/mtjj/content/post_4327324.html,24,2024-11-02 19:49:57
人工智能给教育带来的机遇和挑战,"Mar 8, 2019 — 人工智能（AI）不断为教学和学习提供新的解决方案，并在全球范围内接受检验。这些解决方案需要先进的基础设施和积极创新的教育生态系统与之配套。",https://www.unesco.org/zh/articles/rengongzhinenggeijiaoyudailaidejiyuhetiaozhan,25,2024-11-02 19:49:57
迎接AI时代的机遇与挑战：个人成长指南,"Sep 14, 2024 — 在大数据和人工智能技术的迅速迭代背景下，媒资管理与应用不仅要解决传统的问题，还要迎接新技术带来的挑战。 大数据的概念通常包含4个核心特性，即大量的 ...",https://blog.csdn.net/2301_79685859/article/details/142262833,26,2024-11-02 19:49:57
数据中心的AI时代转型：挑战与机遇,"Dec 26, 2023 — AI时代的数据中心设计思考. AI应用和工作负载使用高功率密度的机架，这些机架可以部署在各种设施类型中，包括大型的超大规模/云数据中心到小型的边缘数据 ...",https://www.idcdaohang.com/industry/15722.html,27,2024-11-02 19:49:57
一文概览人工智能(AI)发展历程 - Zhihu - 知乎,No information is available for this page.,https://zhuanlan.zhihu.com/p/375549477,0,2024-11-02 19:49:58
人工智能史- 维基百科，自由的百科全书,人工智能的历史源远流长。在古代的神话传说中，技艺高超的工匠可以制作人造人，并为其赋予智能或意识。现代意义上的AI始于古典哲学家试图将人类的思维过程描述为对符号的 ...,https://zh.wikipedia.org/zh-hans/%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E5%8F%B2,1,2024-11-02 19:49:58
人工智能的历史、现状和未来,"Feb 16, 2019 — 我们将人工智能的发展历程划分为以下6个阶段： 一是起步发展期：1956年—20世纪60年代初。 人工智能概念提出后，相继取得了一批令人瞩目的研究成果，如机 ...",http://www.qstheory.cn/dukan/qs/2019-02/16/c_1124114625.htm,2,2024-11-02 19:49:58
AI发展历程：从符号主义到AI2.0,"Jul 24, 2024 — 起步发展期：1943年—20世纪60年代。 人工智能概念的提出后，发展出了符号主义、联结主义(神经网络)，相继取得了一批令人瞩目的研究成果，如机器定理证明 ...",https://www.chaincatcher.com/article/2135068,3,2024-11-02 19:49:58
人工智能发展史原创,"Dec 3, 2023 — 人工智能（AI）的发展史是一段跨越数十年的旅程，涵盖了从早期理论探索到现代技术革新的广泛内容。人工智能的发展历程展示了从最初的概念探索到现代技术 ...",https://blog.csdn.net/lsb2002/article/details/134772829,4,2024-11-02 19:49:58
Artificial Intelligence History,20世纪90年代，AI 出现了两个很重要的发展：一方面是蒂姆·伯纳斯·李（Tim Berners-Lee）在1998年提出的语义网，即以语义为基础的知识网或知识表示。后来又出现了 OWL 语言和其他 ...,https://www.aminer.cn/ai-history,5,2024-11-02 19:49:58
AI: 发展历程、现状与基本概念,AI发展的重大事件 · 1943年：沃伦·麦卡洛克(Warren McCulloch) 和沃尔特·皮茨(Walter Pitts) 提出了神经网络的概念及MCP模型，为人工智能的发展奠定了基础。 · 1955年：人工智能 ...,https://cloud.tencent.com/developer/article/2456353,6,2024-11-02 19:49:58
AI发展历史- 西伯利亚的狼,"Aug 22, 2024 — 在1990年代和21世纪初，【狭义人工智能】在商业成果和学术地位上，已经达到了一个新高度，依靠专注于解决细分的问题。他们可以提供许多方案和商业应用，例如： ...",https://www.cnblogs.com/wudequn/p/18373592,7,2024-11-02 19:49:58
AI发展历程,"Oct 13, 2024 — 1950年代：起步. 1950年，“人工智能之父”、英国科学家图灵发表《计算机与智能》，阐述了“图灵测试”，成为判断机器是否拥有和人类一样的智能的标准。",https://www.takungpao.com/news/232111/2024/1013/1020175.html,8,2024-11-02 19:49:58
人工智能的发展历程及当前状况,"Feb 4, 2024 — 人工智能的历史可以追溯到1950年代，当时的研究人员开始探索创造能够模拟人类智能的机器。早期的人工智能研究主要集中在符号推理和基于规则的系统上。",https://www.toolify.ai/zh/ai-news-cn/%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E7%9A%84%E5%8F%91%E5%B1%95%E5%8E%86%E7%A8%8B%E5%8F%8A%E5%BD%93%E5%89%8D%E7%8A%B6%E5%86%B5-900001,9,2024-11-02 19:49:58
从AI发展时间表回顾人工智能的历史,"Aug 29, 2023 — 自1950年图灵测试以来，人工智能工具和技术已经取得了令人难以置信的进步，其中许多突破性进展一直在业界的关注下被频繁发掘。尽管如此，直到过去十年，人工 ...",https://www.eet-china.com/mp/a247114.html,10,2024-11-02 19:49:58
01.0 人工智能发展简史- AI-EDU,从1956年的达特茅斯会议开始，人工智能（Artificial Intelligence，AI）作为一个专门的研究领域出现，经历了超过半个世纪的起伏，终于在2007年前后，迎来了又一次大发展。图1-3 ...,https://microsoft.github.io/ai-edu/%E5%9F%BA%E7%A1%80%E6%95%99%E7%A8%8B/A2-%E7%A5%9E%E7%BB%8F%E7%BD%91%E7%BB%9C%E5%9F%BA%E6%9C%AC%E5%8E%9F%E7%90%86/%E7%AC%AC1%E6%AD%A5%20-%20%E5%9F%BA%E6%9C%AC%E7%9F%A5%E8%AF%86/01.0-%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E5%8F%91%E5%B1%95%E7%AE%80%E5%8F%B2/,11,2024-11-02 19:49:58
AI发展历史 - 幂简集成,"Jun 27, 2024 — 1979年，汉斯·贝利纳开发的计算机程序在双陆棋比赛中战胜了世界冠军，这一成就标志着人工智能发展的一个重要里程碑。随后，在罗德尼·布鲁克斯和其他人的努力 ...",https://www.explinks.com/wiki/ai-history/,12,2024-11-02 19:49:58
人工智能发展史简图,2020 年3 月4 日，中央明确指示要加快推进国家规划已明确的重大工程和基础设施建设，人工智能被列入新基建范畴，它将是新一轮产业变革的核心驱动力，重构生产、分配、交换、 ...,https://m.thepaper.cn/baijiahao_9700695,13,2024-11-02 19:49:58
人工智能AI的发展历程原创,"Dec 21, 2023 — 人工智能AI的发展历程 原创 · 第1阶段：AI理论的奠基与学科诞生（1940s-1950s） · 第2阶段：AI的初步探索与挑战（1960s-1970s） · 第3阶段：计算机时代下的AI发展 ...",https://blog.csdn.net/Flemming323/article/details/135115142,14,2024-11-02 19:49:58
人工智能（AI）技术的发展史 - 阿里云开发者社区,"Jul 30, 2024 — 人工智能(AI) 的发展历程从20世纪50年代起步，历经初始探索、早期发展、专家系统兴起、机器学习崛起直至深度学习革命。1950年图灵测试提出，1956年达特 ...",https://developer.aliyun.com/article/1574577,15,2024-11-02 19:49:58
AI：定义及发展历史 - MPDV China,人工智能(AI)在哪里开始？ AI始于采用人类思想的时候。根据之前的信息采集数据、保存数据并再利用。我们也谈及AI学习或创建模型。常见的目标是提升效率或提高透明度。 如何 ...,https://www.mpdv.cn/chuangxinzhishi/zhizaoyederengongzhineng/ai-dingyijifazhanlishi,16,2024-11-02 19:49:58
一文读懂AI大模型发展历程- 人工智能,"Jul 17, 2023 — AI大模型是“大数据+大算力+强算法”结合的产物，凝聚了大数据内在精华的“隐式知识库”。包含了“预训练”和“大模型”两层含义，即模型在大规模数据集上完成了预 ...",http://www.impcia.net/artificial/details_79.html,17,2024-11-02 19:49:58
人工智能伦理,然而，这些日新月异的变化也引发了深刻的伦理问题。原因在于，人工智能系统可能会固化偏见，造成气候退化，以及威胁人权等。这些与人工智能相关的风险已经加剧了 ...,https://www.unesco.org/zh/artificial-intelligence/recommendation-ethics,0,2024-11-02 19:50:00
探讨人工智能的伦理问题,"Oct 26, 2023 — 本文概述了当前为提供道德人工智能基础所做的努力，并确定了正在进行的工作重点关注的最常见的人工智能道德原则。",https://hackernoon.com/lang/zh/%E6%8E%A2%E8%AE%A8%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E7%9A%84%E4%BC%A6%E7%90%86%E9%97%AE%E9%A2%98,1,2024-11-02 19:50:00
人工智能伦理的建立| 联合国,"Dec 21, 2018 — 人工智能的前景及其潜在的伦理问题引人关注，而我们应对这些挑战的举措将改变我们所知的世界。 我们必须团结起来找到最佳解决方案，确保人工智能的 ...",https://www.un.org/zh/chronicle/article/20459,2,2024-11-02 19:50:00
对人工智能若干伦理问题的思考,by 刘伟 · 2018 · Cited by 1 — 摘要: 本文对人工智能伦理的相关概念进行了讨论，指出在当今人工智能技术高速发展的时代，开展对人工智能伦理的研究是非常必要的。作者对人工智能能否从根本上代替人的 ...,http://www.xml-data.cn/KXYSH/html/b5392d86-b31c-4a9c-a471-9a14bf52a868.htm,3,2024-11-02 19:50:00
人工智能伦理问题的现状分析与对策,by 张兆翔 · 2021 · Cited by 2 — ①人工智能伦理风险的成因具有多元性，包括人工智能算法的目标失范、算法及系统缺陷、受影响主体对人工智能的信任危机、监管机制和工具欠缺、责任机制不完善 ...,http://old2022.bulletin.cas.cn/publish_article/2021/11/20211102.htm,4,2024-11-02 19:50:00
《新一代人工智能伦理规范》发布,"Sep 26, 2021 — 第一条 本规范旨在将伦理道德融入人工智能全生命周期，促进公平、公正、和谐、安全，避免偏见、歧视、隐私和信息泄露等问题。 第二条 本规范适用于从事人工 ...",https://www.most.gov.cn/kjbgz/202109/t20210926_177063.html,5,2024-11-02 19:50:00
“信息茧房”、隐私外泄，如何应对人工智能带来的伦理风险？,"Jan 19, 2023 — 伦理问题涉及到社会行为准则与规范，而治理伦理问题则需从公共管理的角度出发，在充分了解人工智能技术所带来的潜在社会影响，找到相对应的解决办法，并 ...",http://www.xinhuanet.com/tech/20230119/849d98a850da4e6eba5a1d364f90adc3/c.html,6,2024-11-02 19:50:00
人工智能伦理问题建议书,(c) 人工智能系统引发了新型伦理问题，包括但不限于其对决策、就业和劳动、社交、 卫生保健、教育、媒体、信息获取、数字鸿沟、个人数据和消费者保护、环境、 民主、法治 ...,https://unesdoc.unesco.org/ark:/48223/pf0000380455_chi,7,2024-11-02 19:50:00
强人工智能与弱人工智能的伦理问题思考,by 莫宏伟 · 2018 · Cited by 19 — 强人工智能与弱人工智能由于处于不同的发展阶段而面临不同的伦理问题. 以深度学习为代表的现实中的弱人工智能给社会带来的伦理问题与未来可能要实现的强人工智能一样值得 ...,http://www.xml-data.org/KXYSH/html/adba57a1-81a3-4427-9859-55ac0ff822cf.htm,8,2024-11-02 19:50:00
国外学者关于人工智能伦理问题研究述评,崔中良 卢艺[摘要]国外学者从多个层面探讨了人工智能对人类伦理的挑战。在伦理理论层面，主要存在效用性问题、适配性问题和养成性问题等挑战；在伦理主体层面， ...,https://dys.njnu.edu.cn/info/1122/12272.htm,9,2024-11-02 19:50:00
人工智能的若干伦理问题 - 中国发展观察杂志社,"Feb 4, 2020 — 人工智能的若干伦理问题 · 一、人工智能的岗位替代作用深刻影响着人类的就业安全 · 二、数据泄露和信息泛滥导致对隐私权的侵犯 · 三、信息伪造和欺诈严重 ...",https://cdo.develpress.com/?p=8991,10,2024-11-02 19:50:00
人工智能伦理治理研究报告,"Dec 11, 2023 — 在“强人工智能”时代到来. 前，人工智能伦理主要关注歧视偏见、算法“黑箱”、技术滥用、数. 据不当收集等问题。但随着大模型技术的发展，人工智能伦理讨论的.",http://www.caict.ac.cn/kxyj/qwfb/ztbg/202312/P020240103531660935078.pdf,11,2024-11-02 19:50:00
什么是AI 伦理？,AI 道德规范问题的示例包括数据责任和隐私、公平性、可解释性、稳健性、透明度、环境可持续发展、包容性、道德主体、价值一致性、问责制、信任和技术滥用。,https://www.ibm.com/cn-zh/topics/ai-ethics,12,2024-11-02 19:50:00
人工智能面临伦理考验,由于自动化、数据保护、面部识别、深伪视频、人工智能和机器人技术的滥用而导致的失业：数字化带来了前所未有的新道德挑战。 最新的例子是基于人工智能(AI)的ChatGPT ...,https://www.swissinfo.ch/chi/%E7%A7%91%E5%AD%A6/%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E9%9D%A2%E4%B8%B4%E4%BC%A6%E7%90%86%E8%80%83%E9%AA%8C/46260126,13,2024-11-02 19:50:00
如何认识人工智能的伦理冲突? ——研究回顾与展望,by 谢洪明 · 2019 · Cited by 6 — 机器伦理（machine ethics）关注机器人在设. 计、应用实践和与人类相处等方面的问题（Anderson等，2005）。机器人伦理（robert ethics）以及. 路线图的提出（Di Robotica和Veruggio ...,https://qks.sufe.edu.cn/j/PDFFull/7d903e76-eed7-4d3d-8a9d-ba2db29c4471.pdf,14,2024-11-02 19:50:00
吉纳维芙·贝尔: 关于人工智能未来的六大伦理问题,"Dec 18, 2020 — 人工智能包围在我们身边……未来只会更多。我们如何才能确保我们建立的人工智能系统是负责任的、安全的和可持续的？人工智能伦理专家Genevieve Bell分享 ...",https://www.ted.com/talks/genevieve_bell_6_big_ethical_questions_about_the_future_of_ai?language=zh-cn,15,2024-11-02 19:50:00
人工智能课程中伦理问题之考量,我们应该如何对待AI? 二关于伦理学和人工智能的工具. • 道义学功利主义德性伦理学. 三课堂伦理理论：充分 ...,https://home.x-in-y.com/pluginfile.php?file=/1063/course/section/525/AI%E8%AF%BE%E7%A8%8B%E4%B8%AD%E9%81%93%E5%BE%B7%E9%97%AE%E9%A2%98%E4%B9%8B%E8%80%83%E9%87%8F.pdf,16,2024-11-02 19:50:00
教科文组织：各国应立即实施全球伦理框架以应对人工智能挑战,"Mar 31, 2023 — 教科文组织关注人工智能带来的诸多伦理问题，尤其聚焦歧视和陈规定型观念，包括性别不平等问题，同时兼顾打击虚假信息、保障隐私权、保护个人数据、维护人权 ...",https://news.un.org/zh/story/2023/03/1116697,17,2024-11-02 19:50:00
人工智能带来的伦理与社会挑战,"Jan 25, 2018 — 【摘要】人工智能所引发的一般性伦理与社会问题包括：失业问题、隐私问题、算法偏见、安全问题、机器权利和道德代码等。为了应对人工智能带来的伦理与 ...",http://www.rmlt.com.cn/2018/0125/509838.shtml,18,2024-11-02 19:50:00
如何认识人工智能的伦理冲突?,这些问题在学术界还尚未形成统一的认识。如何评价人工智能的行为将会直接影响人以何种方式与机器相处，因此，需要系统地梳理人类面对的形式 ...,https://qks.sufe.edu.cn/mv_html/j00002/201910/7d903e76-eed7-4d3d-8a9d-ba2db29c4471_WEB.htm,19,2024-11-02 19:50:00
医学人工智能引发的相关伦理问题分析,"by 余艳琴 · 2020 · Cited by 6 — 医学人工智能作为一门新的科学技术,是人工智能的一个重要分支,其快速发展与应用带来了许多伦理问题。正确认识并积极处理医学人工智能带来的伦理问题,最大程度发挥其 ...",http://journal13.magtechjournal.com/yxkxy/CN/10.3881/j.issn.1000-503X.10961,20,2024-11-02 19:50:00
世界卫生组织《医疗卫生中人工智能的伦理治理》指南及对 ...,"Mar 29, 2022 — 本文通过研究全球医学人工智能的应用现状，分析其可能存在的伦理问题，结合WHO医学人工智能伦理指导原则，为我国医学人工智能伦理治理提供对策建议，促进健康 ...",https://rs.yiigle.com/CN112137202212/1356247.htm,21,2024-11-02 19:50:00
人工智能的道德风险及其治理,by 王晓丽 · 2020 · Cited by 5 — 伴随着人工智能价值的发挥，它也给人类带来了新的伦理、道德问题。如何在享有人工智能为人类发展带来福祉的过程中最大限度地消解其给人类带来的道德风险，成为学者们 ...,http://www.xml-data.org/HNLGDXXBSKB/html/2020-2-10.htm,22,2024-11-02 19:50:00
为什么我们在人工智能伦理方面失败了？,"Nov 10, 2021 — 这有助于解决前两个问题，但目前公众对人工智能的认知大多来自科幻小说和大片。 少数算法偏见的例子已经渗透到公共讨论中。但是，关于人工智能和伦理的研究 ...",https://zh.carnegiecouncil.org/media/article/why-are-we-failing-at-the-ethics-of-ai,23,2024-11-02 19:50:00
教育人工智能伦理问题与伦理原则探讨,教育人工智能的伦理原则遥运用文献研究和逻辑推理方法袁系统梳理了教育人工智能应用的特点和优势袁及其可能引发. 的新的伦理问题院渊1冤角色层面袁系统创建者尧教师尧 ...,https://aver.nwnu.edu.cn/upload/formalarticle/202006/2020060358-%E6%95%99%E8%82%B2%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E4%BC%A6%E7%90%86%E9%97%AE%E9%A2%98%E4%B8%8E%E4%BC%A6%E7%90%86%E5%8E%9F%E5%88%99%E6%8E%A2%E8%AE%A8.pdf,24,2024-11-02 19:50:00
人工智能医疗器械中的伦理问题 - 中国药事,该伦理准则提出了5个核心应遵循原则：1）人权：确保它们不侵犯国际公认的人权；2）福祉：在它们的设计和使用中优先考虑人类福祉的指标；3）问责：确保它们的设计者和操作者负责任且 ...,http://zgys.cnjournals.org/html/2019/9/20190907.html,25,2024-11-02 19:50:00
冯子轩｜生成式人工智能应用的伦理立场与治理之道,"Feb 19, 2024 — 人工智能产品迅速进入生活场景中，其显现的伦理后效使我们必须在理论层面、制度层面予以回应。如果不承认智能体的道德主体地位，就会出现责任主体缺位问题， ...",http://www.socio-legal.sjtu.edu.cn/wxzy/info.aspx?itemid=4497&lcid=30,26,2024-11-02 19:50:00
人工智能伦理研究的意义及重点,"Apr 17, 2020 — 这些选择决定了技术能否朝着为人类服务的方向发展。特别是随着人工智能更深入地嵌入到经济社会的过程中，我们遇到更多复杂的伦理问题，如怎样保证 ...",http://www.cac.gov.cn/2020-04/17/c_1588668464567576.htm,27,2024-11-02 19:50:00
AI 的伦理问题有哪些,"Nov 24, 2023 — 摘要：AI伦理问题是在人工智能快速发展的背景下出现的一系列关注点。这些问题的核心观点包括1、数据隐私与安全性、2、偏见与歧视、3、决策透明度、4、 ...",https://worktile.com/kb/p/69689,28,2024-11-02 19:50:00
人工智能的伦理与公平：谁来制定规则,"Dec 23, 2021 — 虽然人工智能（AI）系统显然为各个领域和环境提供了机遇，但从负责任的角度来看待其伦理和治理问题却尚未实现，而且迄今为止很少有倡议能在调节其影响方面产生 ...",https://zh.carnegiecouncil.org/media/article/ethics-and-fairness-in-ai-who-makes-the-rules,29,2024-11-02 19:50:00
“人工智能伦理”经典论文推荐,对近三年国内外“人工智能伦理”关键词进行共现分析，发现国内的研究热点主要集中在人工智能的伦理. 问题、伦理规范、伦理原则、伦理风险等方向（见图1-1），多发表在 ...,http://www.lib.seu.edu.cn/do/bencandy.php?fid=545&id=8579,30,2024-11-02 19:50:00
未来人工智能伦理问题探究——基于机器人、元宇宙视角,by 何静凡 · 2023 — 人工智能的发展，赋予了机器人新的智能空间，而由元宇宙实现的虚拟的3D世界则给人工智能和机器人带来了更多可能。机器人和元宇宙在给人类带来便捷的同时，也产生了机器与 ...,https://www.hanspub.org/journal/paperinformation?paperid=61281,31,2024-11-02 19:50:00
第9期| 杨庆峰：从人工智能难题反思AI伦理原则,"Nov 29, 2020 — 事实上，AI 伦理问题的产生很多是源自人工智能发展中的难题。人工智能发展给人类社会带来了哲学、社会和技术等三个方面的基本难题。因此，发出AI ...",https://philosophy.fudan.edu.cn/08/2b/c24650a264235/page.htm,32,2024-11-02 19:50:00
人工智能（AI）：科技伦理治理走起- 金杜律师事务所,"Oct 27, 2023 — 不过，正如过去诸多科幻类作品所展示的那样，现实中，人工智能的发展带来的科技伦理问题也逐步显现。例如，当人工智能使用的训练数据本身存在虚假、错误信息时 ...",https://www.kwm.com/cn/zh/insights/latest-thinking/ethics-of-artificial-intelligence-rules-and-governance.html,33,2024-11-02 19:50:00
人工智能发展中的伦理问题探究,"摘要 近年来,人工智能发展势头强劲,深刻地改变了人类的生产方式和生活方式,极大地推动了经济社会的发展。然而,人工智能也引发了一系列重要问题,迫切需要我们从伦理学 ...",https://qikan.cqvip.com/Qikan/Article/Detail?id=7106109503,34,2024-11-02 19:50:00
过去一年，全球关于人工智能伦理有了这些思考,通过大量、迅速且精确的重复计算，机器学习能够解决效率问题，在许多领域都大有发展空间。但在高效的同时，细观人类提供的机器学习的样本，在摒除误差、寻找规律时，自然以样本 ...,https://www.tisi.org/5063/,35,2024-11-02 19:50:00
人工智能伦理准则与治理体系：发展现状和战略建议,"May 23, 2021 — 要原因，总结人工智能典型应用场景下的伦理问题，包括自动驾驶、智能媒体、智慧医疗、服务机器人等；此外，. 围绕应对人工智能伦理问题的基本原则探索治理框架 ...",https://www.researchgate.net/publication/344169109_Artificial_Intelligence_Ethics_Guidelines_and_Governance_System_Current_Status_and_Strategic_Suggestions_rengongzhinenglunlizhunzeyuzhilitixifazhanxianzhuanghezhanejianyi,36,2024-11-02 19:50:00
将伦理思入现实｜应用伦理学探究：人工智能伦理前沿问题,"Nov 17, 2023 — 在人工智能领域，科学家认为人工智能的感知问题已经得到解决，因为在他们看来，情感的表征就是计算，这与哲学中讨论的概念存在一些信息偏差。因此，我们在通识 ...",https://m.thepaper.cn/newsDetail_forward_25291814,37,2024-11-02 19:50:00
人工智能的伦理风险及其规制,"然而,在以ChatGPT为代表的人工智能爆火的同时,人工智能技术的应用所带来的复杂伦理问题和治理挑战也不容小觑,“在大力发展人工智能的同时,必须高度重视可能带来的安全风险 ...",https://dys.njnu.edu.cn/info/1122/12392.htm,38,2024-11-02 19:50:00
人工智能伦理：问题与策略,人工智能伦理：问题与策略. AI Ethics: Problems and Strategies. 曹建峰/Jeff Cao. 腾讯研究院研究员/Research Fellow at TRI. Page 2. 一、人工智能时代到来，算法决策开始 ...,https://pic.huodongjia.com/ganhuodocs/2017-08-24/1503544566.72.pdf,39,2024-11-02 19:50:00
浅谈人工智能的伦理问题原创,"Aug 25, 2020 — 浅谈人工智能的伦理问题 原创 ... 2018 年3月 18日晚上 10 点左右，伊莱恩·赫兹伯格（Elaine Herzberg）骑着自行车穿过亚利桑那州坦佩市的一条街道，突然间被一 ...",https://blog.csdn.net/weixin_45890678/article/details/108226485,40,2024-11-02 19:50:00
人工智能的伦理、信任和可解释性,"May 25, 2023 — 随着人工智能（AI）继续快速发展，成为越来越多业务流程的一部分，以及监管和客户压力的不断增加，我们需要解决一些非常深刻的道德问题。特别是人工智能的设计 ...",https://morethandigital.info/zh-hans/rengongzhinengdelunlixinrenhekejieshixing/,41,2024-11-02 19:50:00
媒体关注丨AI的伦理问题如何破解？专家学者齐聚华东师大 ...,"May 29, 2024 — 我们需要通过“究人机之际”来重建人机共生的新型伦理关系，重新认识人的本质，让AI不断朝着“适配人类价值观”的方向发展并实现价值对齐，以实践智慧追寻人工 ...",https://www.ecnu.edu.cn/info/1426/66527.htm,42,2024-11-02 19:50:00
《人工智能设计的伦理准则》(第2 版) 概要,关于自主与智能系统伦理的IEEE 全球倡议使命. 通过教育、培训和授权，确保从事自主与智能系统设计开发的利益相关方优先考虑伦理问题，只有这样，技术进. 步才能增进人类 ...,https://standards.ieee.org/wp-content/uploads/import/documents/other/ead_v2_executive_summary_chinese.pdf,43,2024-11-02 19:50:00
生成式AI合规探讨系列（三）：生成式AI伦理治理,"Jun 20, 2023 — 2022年年初，联合国教科文组织出版了《人工智能伦理问题建议书》。该建议书提及：“人工智能系统引发了新型伦理问题，包括但不限于其对决策、就业和 ...",https://www.zhonglun.com/research/articles/9642.html,44,2024-11-02 19:50:00
人工智能伦理问题建议书,《人工智能伦理问题建议书》是经过三年筹备磋商于2021年11月24日在联合国教科文组织第41届大会上，193个会员国一致通过的建议书。2023年3月30日，联合国教科文组织发表 ...,https://baike.baidu.com/item/%E4%BA%BA%E5%B7%A5%E6%99%BA%E8%83%BD%E4%BC%A6%E7%90%86%E9%97%AE%E9%A2%98%E5%BB%BA%E8%AE%AE%E4%B9%A6/59299514,45,2024-11-02 19:50:00
如何解决人工智能在企业中引发的道德和伦理问题？,解决人工智能在企业中引发的道德和伦理问题需要建立道德和伦理委员会、制定明确的道德准则、加强员工培训、建立透明的决策机制以及与外部合作共同探讨解决方案。,https://www.mbalib.com/ask/question-c94682bbc0d8c10a8ac046461121377c.html,46,2024-11-02 19:50:00
智慧医疗场景下人工智能应用伦理问题与治理路径探讨,"Feb 4, 2024 — 随着人工智能在医疗行业的普遍应用，虽然一定程度上为患者提供了方便快捷的咨询、初诊服务，缓解了看病贵、看病难以及误诊的问题，但人工智能算法结果的不 ...",https://www.chima.org.cn/Html/News/Articles/16683.html,47,2024-11-02 19:50:00
人工智能的伦理问题：挑战与应对,"by 王军 · 2018 · Cited by 6 — 哲学争论的背后是人工智能所带来的伦理问题与挑战,诸如道德决策风险、社会伦理问题、主体人存在与发展的伦理问题等。而应对人工智能所带来的伦理问题,须以马克思科技史观为 ...",https://llx.hunnu.edu.cn/CN/abstract/abstract374.shtml,48,2024-11-02 19:50:00
人工智能，以法律和伦理为界,"Aug 23, 2017 — 未来，应通过对人工智能相关法律、伦理和社会问题的深入探讨，为智能社会划出法律和伦理道德的边界，让人工智能服务人类社会。这也是世界范围内的一项共识。",https://www.gov.cn/xinwen/2017-08/23/content_5219695.htm,49,2024-11-02 19:50:00
人工智能在公共卫生领域研发应用的伦理思考,隐私保密、知情同意、数据安全、公平正义与包容问题最为突出。AI在公共卫生领域所面临的伦理问题不容忽视，应制定该领域内AI. 的伦理准则实践指南，建立健全监管 ...,http://www.sjpm.org.cn/article/pdf/preview/10.19428/j.cnki.sjpm.2024.23671,50,2024-11-02 19:50:00
人工智能（AI）：科技伦理治理走起,"Oct 27, 2023 — 不过，正如过去诸多科幻类作品所展示的那样，现实中，人工智能的发展带来的科技伦理问题也逐步显现。例如，当人工智能使用的训练数据本身存在虚假、错误信息时 ...",https://www.lexology.com/library/detail.aspx?g=53646ba4-218e-469e-9a4b-cef213b72ba4,51,2024-11-02 19:50:00
᎟Ⴕ䯲ఎ AIђ⤲⇧⤲ᩫもผᬺ,对AI 伦理需遵循的五大原则，并从数据、算法、产品设计等层面全面把控AI 伦理问题。 * 参考欧盟《人工智能道德准则》、日本AI 伦理纲要草案、Partnership on AI 宗旨 ...,https://download.pingan.com.cn/pingancn/ESG/AIzhili_2.pdf,52,2024-11-02 19:50:00
贾开：人工智能伦理问题与安全风险治理的全球比较与中国实践,"Jul 13, 2021 — 期刊发表| 《公共管理评论》薛澜、贾开：. 人工智能伦理问题与安全风险治理的全球比较与中国实践 · 第三 · 提出并形成人工智能伦理问题与安全风险治理原则 ...",http://cistp.sppm.tsinghua.edu.cn/info/1028/1168.htm,53,2024-11-02 19:50:00
